,ListingId,借款金额,借款期限,借款利率,借款成功日期,初始评级,借款类型,是否首标,年龄,性别,手机认证,户口认证,视频认证,学历认证,征信认证,淘宝认证,历史成功借款次数,历史成功借款金额,总待还本金,历史正常还款期数,历史逾期还款期数,我的投资金额,当前到期期数,当前还款期数,已还本金,已还利息,待还本金,待还利息,标当前逾期天数,标当前状态,上次还款日期,上次还款本金,上次还款利息,下次计划还款日期,下次计划还款本金,下次计划还款利息,recorddate
144164,10359636,3800,9,18.0,2016/3/31,B,其他,否,37,男,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,5.0,23139.0,8272.82,22,1,50,6,6,32.55,3.33,17.45,0.49,0,正常还款中,2016/9/30,5.63,0.35,2016/10/31,5.71,0.27,2016/9/30
33458,1829074,5000,12,12.0,2015/2/16,AA,普通,是,48,女,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,500,12,7,500.0,24.23,0.0,0.0,0,已还清,2015/8/19,257.5,0.21,,,,2016/12/31
186978,2286720,3500,6,12.0,2015/4/28,AA,普通,是,38,男,成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,50,6,5,50.0,1.49,0.0,0.0,0,已还清,2015/8/31,17.02,0.0,,,,2016/10/31
253471,21315923,6000,12,18.0,2016/10/3,B,其他,否,25,女,成功认证,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,15.0,85056.0,2848.7,50,0,50,1,1,3.83,0.75,46.17,4.25,0,正常还款中,2016/10/4,3.83,0.75,2016/12/3,3.89,0.69,2016/11/30
168652,10433970,2000,12,18.0,2016/4/2,B,APP闪电,否,29,男,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,3.0,3300.0,3101.68,2,2,50,5,5,19.72,3.18,30.28,1.78,0,正常还款中,2016/9/4,4.06,0.52,2016/10/2,4.13,0.45,2016/9/30
5515,2178786,3447,8,12.0,2015/4/13,AA,普通,否,26,女,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,1.0,3000.0,1793.39,4,1,300,8,8,300.0,13.6,0.0,0.0,0,已还清,2015/12/13,38.86,0.34,,,,2017/2/28
229,15308070,3994,12,20.0,2016/7/8,B,其他,否,33,女,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,1.0,6500.0,5005.33,3,0,50,5,5,19.63,3.52,30.37,2.06,0,正常还款中,2016/12/5,4.06,0.57,2017/1/8,4.13,0.51,2016/12/31
179538,1679031,120000,6,20.0,2015/1/17,D,普通,否,48,男,成功认证,成功认证,成功认证,未成功认证,未成功认证,未成功认证,1.0,160000.0,0.0,6,0,200,6,6,200.0,11.8,0.0,0.0,0,已还清,2015/8/5,34.75,0.55,,,,2016/10/31
170330,8380440,12716,6,20.0,2016/2/2,C,普通,否,54,男,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,9.0,43199.0,0.0,46,0,50,6,6,50.0,2.92,0.0,0.0,0,已还清,2016/8/1,8.71,0.11,,,,2016/9/30
9034,26315773,4717,12,22.0,2016/12/1,C,普通,否,22,男,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,1.0,3000.0,2283.25,3,0,55,2,3,12.64,2.8,42.36,3.97,0,正常还款中,2017/2/28,4.29,0.86,2017/4/1,4.37,0.78,2017/2/28
105206,8960951,12000,12,20.0,2016/2/25,C,普通,否,36,男,成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,4.0,21557.0,7547.64,17,2,50,12,10,50.0,5.28,0.0,0.0,0,已还清,2016/12/18,13.49,0.12,,,,2017/2/28
42657,18954710,2600,12,22.0,2016/9/5,C,普通,否,27,男,成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,8.0,28317.0,6634.87,32,9,55,5,4,17.01,3.58,37.99,3.19,24,逾期中,2017/1/6,4.37,0.78,2017/2/5,4.45,0.69,2017/2/28
262481,2471609,4000,6,11.0,2015/5/22,AA,普通,是,41,男,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,50,6,6,50.0,1.6,0.0,0.0,0,已还清,2015/11/21,8.55,0.05,,,,2016/11/30
276051,9436177,3823,12,20.0,2016/3/9,C,APP闪电,否,27,男,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,1.0,2500.0,2103.78,2,0,50,6,6,23.73,4.05,26.27,1.51,0,正常还款中,2016/9/9,4.12,0.51,2016/10/9,4.19,0.44,2016/9/30
146564,1709363,3743,12,12.0,2015/2/3,AA,普通,否,24,男,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,1.0,3000.0,2042.76,4,0,200,12,12,200.0,13.12,0.0,0.0,0,已还清,2016/2/3,17.66,0.1,,,,2016/9/30
66500,19568923,5000,8,20.0,2016/9/13,C,其他,否,27,女,成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,2.0,13500.0,0.0,8,9,55,5,5,33.51,3.49,21.49,0.71,0,正常还款中,2017/2/14,6.92,0.48,2017/3/13,7.05,0.35,2017/2/28
23967,12860806,4848,6,16.0,2016/5/26,A,其他,否,41,女,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,5.0,40678.0,5339.86,27,0,50,6,6,50.0,2.35,0.0,0.0,0,已还清,2016/11/26,8.62,0.1,,,,2017/2/28
162071,1642580,73000,6,15.0,2015/1/10,B,电商,否,30,男,成功认证,成功认证,成功认证,未成功认证,未成功认证,未成功认证,8.0,580300.0,26996.53,44,0,100,6,6,100.0,4.4,0.0,0.0,0,已还清,2015/7/9,17.22,0.18,,,,2016/9/30
138568,11659108,2000,12,22.0,2016/4/30,D,普通,否,27,男,成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,2.0,8000.0,5358.34,8,0,52,5,5,20.27,4.03,31.73,2.29,0,正常还款中,2016/9/30,4.2,0.66,2016/10/30,4.28,0.58,2016/9/30
81980,11726059,5413,6,20.0,2016/5/2,C,普通,否,25,男,成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,2.0,10041.0,7714.03,5,0,52,6,2,52.0,1.43,0.0,0.0,0,已还清,2016/6/26,43.69,0.57,,,,2016/12/31
7720,27089047,2694,6,20.0,2016/12/8,D,普通,否,25,男,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,1.0,8500.0,5805.94,3,0,58,0,0,0.0,0.0,58.0,3.42,0,正常还款中,,,,2017/1/8,9.27,0.96,2016/12/31
104700,2683437,110000,18,14.0,2015/6/15,A,其他,是,45,男,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,12,15,15,9.75,1.35,2.25,0.0,0,正常还款中,2016/9/13,0.7,0.04,2016/10/13,0.71,0.03,2016/9/30
94467,26301198,11400,12,18.0,2016/11/30,B,其他,否,25,女,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,3.0,16000.0,4136.28,22,0,58,1,1,4.44,0.87,53.56,4.93,0,正常还款中,2016/12/1,4.44,0.87,2017/1/30,4.52,0.8,2016/12/31
284599,23491076,4384,12,16.0,2016/10/30,A,其他,否,32,女,成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,2.0,15626.0,7315.44,16,0,50,4,4,15.79,2.35,34.21,2.08,0,正常还款中,2017/2/27,4.03,0.51,2017/3/30,4.08,0.46,2017/2/28
102741,8572337,5500,10,20.0,2016/2/12,C,其他,否,29,男,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,2.0,8900.0,3991.61,8,0,50,10,10,50.0,4.6,0.0,0.0,0,已还清,2016/11/15,5.42,0.04,,,,2017/2/28
123611,3899957,13000,6,16.0,2015/8/28,C,电商,是,35,男,成功认证,未成功认证,成功认证,未成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,10,6,6,10.0,0.44,0.0,0.0,0,已还清,2016/2/27,1.75,0.0,,,,2016/11/30
21322,3554965,6000,12,11.5,2015/8/10,AA,普通,是,26,男,成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,80,12,12,80.0,4.96,0.0,0.0,0,已还清,2016/7/27,7.08,0.0,,,,2017/2/28
136886,17122225,6000,12,22.0,2016/8/5,D,APP闪电,是,24,男,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,50,1,1,3.76,0.91,46.24,5.24,0,正常还款中,2016/8/31,3.76,0.91,2016/10/5,3.83,0.85,2016/9/30
267005,20630375,7191,12,18.0,2016/9/24,B,APP闪电,否,26,男,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,4.0,4780.0,3123.99,17,0,50,0,0,0.0,0.0,50.0,5.0,0,正常还款中,,,,2016/10/24,3.83,0.75,2016/9/30
206364,15201399,5500,12,11.5,2016/7/8,AA,普通,是,35,女,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,200,3,3,47.87,5.29,152.13,7.38,0,正常还款中,2016/10/7,16.11,1.61,2016/11/8,16.27,1.46,2016/10/31
125660,10919684,2250,12,12.0,2016/4/13,AA,APP闪电,是,20,男,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,200,5,5,80.4,8.4,119.6,4.72,0,正常还款中,2016/9/9,16.4,1.36,2016/10/13,16.57,1.19,2016/9/30
261215,11656355,3051,12,20.0,2016/4/30,C,普通,否,37,男,成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,2.0,9315.0,5948.73,7,0,52,7,6,52.0,3.71,0.0,0.0,0,已还清,2016/10/5,31.59,0.07,,,,2016/11/30
264726,6526093,2500,12,24.0,2015/12/31,E,其他,是,22,男,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,100,9,10,81.6,12.9,18.4,0.5,0,正常还款中,2016/9/5,8.91,0.54,2016/11/30,9.08,0.37,2016/9/30
248765,8718995,11000,6,18.0,2016/2/18,B,普通,否,46,男,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,4.0,36845.0,8856.16,21,0,50,6,6,50.0,2.62,0.0,0.0,0,已还清,2016/8/18,8.68,0.09,,,,2016/11/30
191412,17898267,9857,12,22.0,2016/8/18,C,普通,否,25,女,成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,4.0,26268.0,2142.9,23,7,55,2,2,8.35,1.94,46.65,4.83,0,正常还款中,2016/10/18,4.22,0.93,2016/11/18,4.29,0.86,2016/10/31
199043,9328933,3342,6,20.0,2016/3/5,C,普通,否,29,男,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,8.0,47840.0,8396.36,53,0,50,6,2,50.0,0.96,0.0,0.0,0,已还清,2016/4/11,42.01,0.13,,,,2016/10/31
87621,20871857,4874,6,18.0,2016/9/27,B,普通,否,28,男,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,5.0,20443.0,6626.41,23,0,50,3,3,24.44,1.88,25.56,0.77,0,正常还款中,2016/12/27,8.27,0.5,2017/1/27,8.39,0.39,2016/12/31
181817,8109388,2100,12,20.0,2016/1/27,C,其他,否,30,男,成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,3.0,9600.0,5863.82,12,0,50,9,9,36.51,5.16,13.49,0.4,0,正常还款中,2016/10/28,4.33,0.3,2016/11/27,4.4,0.23,2016/10/31
153496,11677420,782,6,18.0,2016/5/2,B,APP闪电,否,30,男,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,5.0,11722.0,8752.13,14,0,50,4,6,50.0,2.62,0.0,0.0,0,已还清,2016/9/3,8.68,0.09,,,,2016/9/30
186775,12472741,847,6,16.0,2016/5/18,A,APP闪电,否,32,女,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,7.0,9470.0,7387.42,18,0,50,5,6,50.0,2.35,0.0,0.0,0,已还清,2016/10/17,8.62,0.1,,,,2016/10/31
112750,3813252,6500,12,22.0,2015/8/28,D,普通,是,28,男,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,10,12,10,10.0,1.11,0.0,0.0,0,已还清,2016/6/18,2.75,0.0,,,,2016/12/31
144959,16763498,2783,12,18.0,2016/8/5,B,其他,否,26,女,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,2.0,10225.0,7216.99,7,0,50,1,3,11.67,2.08,38.33,2.92,0,正常还款中,2016/9/29,3.95,0.64,2016/12/5,4.01,0.57,2016/9/30
200582,1797390,3000,7,12.0,2015/2/9,AA,普通,否,28,男,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,2.0,6100.0,1573.16,10,0,500,7,7,500.0,20.17,0.0,0.0,0,已还清,2015/9/9,73.61,0.7,,,,2016/10/31
144457,14716438,719,6,18.0,2016/6/28,B,APP闪电,否,21,女,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,2.0,5967.0,4280.9,4,0,50,3,3,24.44,1.88,25.56,0.77,0,正常还款中,2016/9/30,8.27,0.5,2016/10/28,8.39,0.39,2016/9/30
250605,21927920,3897,12,22.0,2016/10/12,C,普通,否,47,男,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,1.0,7000.0,3103.03,7,0,55,1,1,4.13,1.01,50.87,5.76,0,正常还款中,2016/11/10,4.13,1.01,2016/12/12,4.22,0.93,2016/11/30
222950,10692713,4396,12,18.0,2016/4/8,B,其他,否,27,男,成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,4.0,8730.0,5203.55,13,0,50,7,7,28.04,4.02,21.96,0.94,0,正常还款中,2016/11/7,4.19,0.39,2016/12/8,4.25,0.33,2016/11/30
258097,19126829,7807,12,18.0,2016/9/6,B,APP闪电,否,23,男,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,8.0,7533.0,3991.7,31,0,50,2,2,7.72,1.44,42.28,3.56,0,正常还款中,2016/11/6,3.89,0.69,2016/12/6,3.95,0.64,2016/11/30
200525,14509374,1545,12,18.0,2016/6/24,B,APP闪电,否,26,男,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,1.0,10000.0,8454.91,2,0,50,4,4,15.68,2.65,34.32,2.35,0,正常还款中,2016/10/24,4.01,0.57,2016/11/24,4.07,0.51,2016/10/31
145394,16586735,2956,12,20.0,2016/7/29,B,其他,否,27,男,成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,8.0,23362.0,9043.05,34,1,50,2,2,7.66,1.6,42.34,3.97,0,正常还款中,2016/9/28,3.87,0.76,2016/10/29,3.92,0.71,2016/9/30
230766,19600309,3280,12,18.0,2016/9/9,B,普通,否,27,男,未成功认证,未成功认证,成功认证,成功认证,未成功认证,未成功认证,9.0,48673.0,9220.04,60,2,50,2,4,50.0,2.08,0.0,0.0,0,已还清,2016/11/14,38.33,0.0,,,,2016/11/30
70468,3330190,1000,6,10.5,2015/7/25,AA,普通,是,23,男,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,500,6,6,500.0,15.4,0.0,0.0,0,已还清,2015/11/4,85.18,0.72,,,,2017/2/28
215887,22401281,5000,12,20.0,2016/10/18,C,其他,否,25,男,成功认证,未成功认证,成功认证,成功认证,成功认证,未成功认证,3.0,9929.0,4445.46,13,0,58,0,0,0.0,0.0,58.0,6.47,0,正常还款中,,,,2016/11/18,4.4,0.97,2016/10/31
282268,17198585,2937,12,18.0,2016/8/7,B,其他,否,32,男,成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,4.0,15272.0,8062.08,21,0,50,1,1,3.83,0.75,46.17,4.25,0,正常还款中,2016/9/5,3.83,0.75,2016/10/7,3.89,0.69,2016/9/30
121609,23167659,8200,6,20.0,2016/10/26,C,普通,否,26,男,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,2.0,10729.0,3545.08,14,0,58,2,2,18.69,1.78,39.31,1.64,0,正常还款中,2016/12/17,9.42,0.82,2017/1/26,9.59,0.65,2016/12/31
177403,3931854,8000,12,11.5,2015/8/30,AA,普通,否,26,男,成功认证,未成功认证,成功认证,未成功认证,未成功认证,未成功认证,2.0,6717.0,4149.36,10,0,300,12,12,300.0,18.78,0.0,0.0,0,已还清,2016/7/30,26.4,0.0,,,,2016/10/31
178957,17866653,4543,12,18.0,2016/8/17,B,其他,否,26,女,未成功认证,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,4.0,24200.0,6956.66,23,0,50,2,2,7.72,1.44,42.28,3.56,0,正常还款中,2016/10/17,3.89,0.69,2016/11/17,3.95,0.64,2016/10/31
224880,20985123,3900,6,18.0,2016/9/28,B,APP闪电,否,27,男,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,1.0,3510.0,1803.05,6,0,50,3,6,50.0,2.65,0.0,0.0,0,已还清,2016/12/27,8.65,0.12,,,,2016/12/31
152591,17268786,3054,12,22.0,2016/8/9,C,普通,否,47,男,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,2.0,5090.0,3945.89,7,0,55,1,1,4.13,1.01,50.87,5.76,0,正常还款中,2016/9/9,4.13,1.01,2016/10/9,4.22,0.93,2016/9/30
291805,13642024,2081,6,16.0,2016/6/17,A,APP闪电,否,31,男,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,1.0,7000.0,5918.44,2,0,50,6,6,50.0,2.35,0.0,0.0,0,已还清,2016/12/17,8.62,0.1,,,,2017/2/28
197482,21346541,7800,12,16.0,2016/10/4,A,APP闪电,否,22,男,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,1.0,625.0,0.0,4,0,50,0,5,19.87,2.81,0.0,0.0,0,正常还款中,2016/10/22,4.08,0.46,,,,2016/10/31
266984,16074375,7000,6,18.0,2016/7/30,B,APP闪电,是,32,女,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,50,2,2,16.17,1.38,33.83,1.27,0,正常还款中,2016/9/30,8.15,0.63,2016/10/30,8.27,0.5,2016/9/30
182427,3183643,3000,12,12.0,2015/7/15,AA,普通,是,42,男,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,300,12,12,300.0,19.8,0.0,0.0,0,已还清,2016/7/15,26.42,0.23,,,,2017/2/28
103867,2487112,1000,10,11.0,2015/5/21,AA,普通,是,22,男,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,500,10,7,500.0,20.77,0.0,0.0,0,已还清,2015/6/27,205.49,0.0,,,,2017/2/28
147767,12589768,2631,6,18.0,2016/5/22,B,APP闪电,否,29,女,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,3.0,2658.0,2368.81,4,0,50,4,4,32.83,2.27,17.17,0.38,0,正常还款中,2016/9/22,8.39,0.39,2016/10/22,8.52,0.26,2016/9/30
22703,10070365,6500,12,20.0,2016/3/25,C,APP闪电,是,27,女,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,50,9,9,36.51,5.16,13.49,0.4,0,正常还款中,2016/12/19,4.33,0.3,2017/1/25,4.4,0.23,2016/12/31
244518,2133326,60000,18,14.0,2015/4/9,A,其他,是,29,男,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,450,18,18,450.0,51.48,0.0,0.0,0,已还清,2016/10/9,27.62,0.24,,,,2016/11/30
127761,11132260,5000,12,22.0,2016/4/21,D,普通,是,27,女,成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,50,5,5,19.5,3.85,30.5,2.19,0,正常还款中,2016/9/21,4.04,0.63,2016/10/21,4.12,0.55,2016/9/30
210936,13913344,355,6,18.0,2016/6/14,B,APP闪电,否,20,男,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,2.0,3745.0,1884.99,5,0,50,4,3,50.0,1.42,0.0,0.0,0,已还清,2016/8/17,33.83,0.04,,,,2016/10/31
264498,12593823,736,6,18.0,2016/5/21,B,APP闪电,否,33,男,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,3.0,7968.0,6543.3,8,0,50,5,6,50.0,2.52,0.0,0.0,0,已还清,2016/7/16,8.65,0.0,,,,2016/10/31
21907,14851535,3550,12,18.0,2016/7/1,B,APP闪电,否,26,女,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,1.0,2450.0,2450.0,0,0,50,7,8,32.33,4.34,17.67,0.66,0,正常还款中,2017/2/27,4.26,0.33,2017/4/1,4.32,0.26,2017/2/28
41525,2654645,3000,6,11.0,2015/6/4,AA,普通,是,30,男,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,500,6,6,500.0,16.12,0.0,0.0,0,已还清,2015/12/4,85.26,0.76,,,,2017/2/28
206366,15222199,794,6,18.0,2016/7/7,B,APP闪电,否,23,男,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,3.0,5366.0,2965.03,7,0,50,3,4,32.83,2.27,17.17,0.38,0,正常还款中,2016/10/26,8.39,0.39,2016/12/7,8.52,0.25,2016/10/31
100926,29711526,4128,8,20.0,2017/1/4,B,其他,否,28,男,成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,7.0,29269.0,13871.66,30,0,55,1,2,13.07,1.73,41.93,2.47,0,正常还款中,2017/2/3,6.59,0.81,2017/4/4,6.7,0.7,2017/2/28
204659,20744496,3167,6,18.0,2016/9/25,B,其他,否,31,女,成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,12.0,38884.0,9932.89,75,3,50,1,1,8.02,0.75,41.98,1.9,0,正常还款中,2016/10/24,8.02,0.75,2016/11/25,8.15,0.63,2016/10/31
205241,23231364,7500,11,16.0,2016/10/28,A,普通,否,25,男,成功认证,未成功认证,成功认证,未成功认证,未成功认证,未成功认证,3.0,13500.0,4858.3,15,0,50,0,0,0.0,0.0,50.0,4.08,0,正常还款中,,,,2016/11/28,4.25,0.66,2016/10/31
101153,11888865,2000,6,20.0,2016/5/6,C,其他,否,27,男,成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,2.0,8215.0,5499.24,1,2,52,6,6,52.0,3.02,0.0,0.0,0,已还清,2016/11/7,9.04,0.13,,,,2017/2/28
139075,19630779,7000,12,18.0,2016/9/11,B,APP闪电,是,23,男,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,50,0,0,0.0,0.0,50.0,5.0,0,正常还款中,,,,2016/10/11,3.83,0.75,2016/9/30
101825,14378419,1599,12,12.0,2016/6/22,AA,其他,是,32,男,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,50,6,6,24.25,2.4,25.75,0.9,0,正常还款中,2016/12/22,4.15,0.29,2017/1/22,4.18,0.26,2016/12/31
243125,13784510,1500,6,16.0,2016/6/11,A,APP闪电,否,36,男,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,2.0,1900.0,0.0,8,0,50,5,6,50.0,2.35,0.0,0.0,0,已还清,2016/7/18,8.62,0.1,,,,2016/11/30
208000,10650026,750,12,12.0,2016/4/7,AA,APP闪电,是,22,男,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,200,6,6,96.98,9.58,103.02,3.54,0,正常还款中,2016/10/7,16.57,1.19,2016/11/7,16.73,1.03,2016/10/31
221184,3654679,3500,12,22.0,2015/8/14,D,普通,是,20,男,成功认证,未成功认证,成功认证,未成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,15,12,9,15.0,1.59,0.0,0.0,0,已还清,2016/4/21,5.41,0.0,,,,2017/2/28
222689,21422717,4388,12,16.0,2016/10/5,A,其他,否,24,女,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,1.0,9000.0,4611.56,3,0,50,4,3,11.76,1.84,38.24,2.59,24,逾期中,2017/1/5,3.97,0.56,2017/2/5,4.03,0.51,2017/2/28
2161,9216605,4546,12,22.0,2016/3/2,D,普通,否,31,女,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,7.0,61196.0,15454.19,28,0,50,9,6,50.0,4.07,0.0,0.0,0,已还清,2016/8/15,30.5,0.22,,,,2016/12/31
35560,19139639,2300,6,18.0,2016/9/12,B,APP闪电,否,26,男,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,1.0,7015.0,4243.54,5,0,50,3,3,24.44,1.88,25.56,0.77,0,正常还款中,2016/12/6,8.27,0.5,2017/1/12,8.39,0.39,2016/12/31
246871,2584601,4000,12,12.0,2015/5/26,AA,普通,否,27,男,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,2.0,6085.0,2596.08,8,0,10,12,12,10.0,0.56,0.0,0.0,0,已还清,2016/5/26,0.93,0.0,,,,2016/11/30
243341,3198102,19928,12,16.0,2015/7/14,B,其他,是,22,男,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,150,12,17,150.0,21.33,0.0,0.0,0,已还清,2016/11/29,26.74,0.13,,,,2016/11/30
136582,2979781,4000,12,20.0,2015/7/8,D,普通,是,26,男,成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,25,12,6,11.85,2.01,13.15,0.71,236,逾期中,2016/1/6,2.06,0.25,2016/2/8,2.09,0.22,2016/9/30
231607,12201394,4200,12,18.0,2016/5/13,B,APP闪电,否,33,男,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,1.0,5000.0,4227.46,2,0,50,6,6,23.85,3.63,26.15,1.33,0,正常还款中,2016/11/13,4.13,0.45,2016/12/13,4.19,0.39,2016/11/30
100139,2207734,6000,12,12.0,2015/4/22,AA,其他,是,22,女,成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,206,12,12,206.0,13.6,0.0,0.0,0,已还清,2016/4/22,18.17,0.13,,,,2017/2/28
118130,21894623,3200,10,20.0,2016/10/11,C,其他,否,24,男,未婚,本科,成功认证,未成功认证,未成功认证,成功认证,,,6.0,12650,5108,38,1,58,0.0,0.0,0.0,0.0,58,5.44,0,,,,,,5.37
100690,15841680,2100,12,18.0,2016/7/17,B,其他,否,26,男,成功认证,成功认证,未成功认证,成功认证,成功认证,未成功认证,7.0,20167.0,9993.66,32,1,50,7,8,32.33,4.34,17.67,0.66,0,正常还款中,2017/2/22,4.26,0.33,2017/4/17,4.31,0.27,2017/2/28
49424,25629791,7872,6,18.0,2016/11/23,A,普通,否,33,男,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,4.0,17386.0,4628.16,21,1,58,3,3,28.35,2.19,29.65,0.89,0,正常还款中,2017/2/22,9.59,0.59,2017/3/23,9.73,0.45,2017/2/28
100653,8893374,18000,12,20.0,2016/2/23,C,普通,否,43,男,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,6.0,23424.0,15054.84,24,0,50,12,7,27.92,4.49,22.08,1.07,129,逾期中,2016/10/4,4.19,0.44,2016/10/23,4.26,0.37,2017/2/28
